65,6,2532,166,125,0.60,0.80,38998,80415,6.19,20.16,27.35,36.13,1.00,21.36,22.75,61.88,183.83,1.0,342,1036602,81
26,39,1722,139,114,0.20,0.20,163304,47725,14.60,18.40,18.00,0.00,13.40,0.40,0.40,21.60,37.00,1.0,229,1016514,91
3,1,544,80,27,1.00,0.40,368791,4454,0.00,0.00,0.00,0.00,0.40,0.00,0.00,49.40,70.60,2.4,850,1716526,96
60,31,6355,358,264,6.00,13.80,251366,242337,0.00,0.00,0.00,0.00,0.00,13.60,25.40,439.20,593.00,3.8,3155,1653723,62
2,1,237,20,19,0.20,0.20,9384,10394,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.64,17.03,1.0,6368,1852585,98
2,1,1806,125,86,0.40,0.60,55432,53360,0.80,0.80,0.80,0.00,0.60,1.00,1.20,33.87,38.48,1.0,180,1129489,93
5,1,2879,309,414,2.60,4.20,113841,52053,0.00,0.00,0.00,0.00,0.00,1.40,2.80,116.20,201.80,4.4,1722,1698174,87
20,4,2581,322,165,0.40,0.40,32867,12276,0.00,0.00,0.00,0.00,0.00,19.00,22.80,26.60,97.00,3.4,3887,1414698,90
11,2,1820,112,84,2.60,2.20,17805,17394,0.00,0.00,0.00,0.00,0.20,2.20,2.20,117.60,204.40,1.4,558,1021718,93
80,64,3594,390,263,2.00,7.41,543460,115695,17.03,39.88,84.57,160.12,14.23,22.85,45.49,151.30,297.80,2.5,206,1041760,77
0,0,1376,38,67,0.20,0.20,4051,31919,0.80,1.00,1.00,0.00,0.60,23.40,23.40,15.60,74.80,1.2,262,1750968,96
5,0,2392,234,182,1.40,1.60,352015,308529,18.76,65.67,132.14,256.09,0.00,31.54,61.28,69.66,113.77,2.0,123,1057613,85
2,1,3985,235,135,0.80,2.60,8082,67275,4.40,7.60,6.00,0.00,0.80,0.40,0.40,38.60,64.20,1.2,235,1129376,89
31,43,2638,113,95,0.40,2.20,128196,125266,2.80,3.00,3.00,0.00,0.60,3.40,6.80,33.60,57.80,2.4,250,1542064,91
8,3,819,84,105,1.20,1.00,123070,102258,0.00,0.00,0.00,0.00,0.20,14.40,27.00,66.40,115.60,1.0,459,1063021,93
46,57,2290,270,180,2.60,4.80,399432,25519,2.20,2.40,3.20,1.40,7.60,5.20,6.00,156.20,280.80,1.0,236,1100771,85
0,0,174,10,10,0.20,0.20,1016,4634,0.00,0.00,0.00,0.00,0.00,0.60,1.00,15.60,16.80,1.0,1827,1781192,98
0,0,1228,57,72,0.20,0.20,10301,108556,0.00,0.00,0.00,0.00,0.00,0.20,0.40,13.20,16.80,1.8,6800,1860962,95
4,1,3133,285,168,1.20,1.60,106492,21962,1.80,2.20,9.60,47.40,1.00,14.40,29.20,79.60,142.40,1.0,159,1101843,89
2,0,574,95,46,1.59,1.59,50802,21976,0.00,0.00,0.00,0.00,0.00,2.39,3.59,141.43,134.86,2.2,896,1784027,86
8,2,4784,416,240,1.20,1.60,442876,110453,7.82,24.85,79.16,129.06,0.40,35.27,48.70,106.81,329.86,2.4,205,1011407,77
14,2,2429,115,104,2.40,4.00,201506,61210,0.00,0.00,0.00,0.00,0.00,3.00,5.80,181.00,262.80,2.8,1024,1543222,88
11,2,1687,76,115,0.40,0.40,76103,93789,0.00,0.00,0.00,0.00,0.60,9.22,9.22,42.89,83.57,1.0,631,1068366,93
10,6,2502,226,83,0.80,1.60,319639,286931,0.00,0.00,0.00,0.00,0.00,1.20,2.40,47.40,71.60,3.2,3079,1345570,95
3,0,917,74,268,0.60,1.20,80639,66461,0.00,0.00,0.00,0.00,0.00,0.40,0.40,58.60,71.20,1.8,1718,1816878,88
2,0,2990,198,139,0.20,0.20,54856,115878,0.00,0.00,0.00,0.00,0.00,1.20,1.40,28.80,43.20,4.8,548,1019227,89
0,0,201,26,25,0.20,0.20,587,8785,0.00,0.00,0.00,0.00,0.00,0.20,0.40,15.60,17.20,1.0,1308,1745672,97
45,4,2415,116,65,11.40,11.80,111258,24508,0.00,0.00,0.00,0.00,0.20,0.80,0.80,396.80,768.40,791,77,23,0
1,0,1139,85,43,0.20,0.20,25711,5372,0.00,0.00,0.00,0.00,0.00,2.00,2.00,15.60,16.80,1.8,492,1742376,92
51,1,4103,279,205,11.40,32.40,174616,60155,7.00,19.20,44.80,78.40,0.40,6.40,9.80,391.80,749.20,2.0,155,1089586,61
7,2,6741,458,380,2.00,2.20,129326,509497,17.37,57.29,93.21,179.84,0.80,68.06,79.84,147.11,342.32,1.0,267,986973,70
29,43,985,111,87,1.20,1.20,277901,23626,1.00,1.20,1.20,0.00,1.60,43.60,43.80,85.80,188.80,3.0,298,1054046,91
4,1,3256,591,502,1.60,3.40,343778,335048,1.00,1.00,1.00,0.00,0.40,2.00,2.20,79.80,120.40,2.3,289,1129867,85
13,19,746,39,19,0.20,0.20,107834,10108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,21.00,1.4,553,1752816,96
10,0,4690,495,465,7.40,2.60,249492,58996,5.40,10.40,7.60,0.00,0.40,0.00,0.00,359.60,520.40,4.2,3782,1720078,74
11,16,161,10,18,0.20,0.20,8627,10411,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.40,16.80,1.0,7306,1873272,97
1,0,2907,185,161,0.20,0.20,5274,77481,0.00,0.00,0.00,0.00,0.40,8.00,8.00,15.40,33.60,1.2,153,1064822,91
1,0,371,53,85,0.20,0.20,8026,81321,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.80,18.60,2.2,6601,1706384,96
2,1,199,19,18,0.40,0.40,31182,11487,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.80,40.00,1.0,8337,1864566,98
13,8,4349,300,191,2.80,3.00,96009,70467,0.00,0.00,0.00,0.00,0.00,2.80,3.20,129.00,236.80,2.2,772,993909,83
53,1,4919,189,149,0.99,2.58,333491,64310,1.98,8.13,12.10,14.48,1.79,6.75,8.13,112.10,105.16,3.2,150,1504125,86
2,0,3952,272,185,2.40,4.19,108374,56949,7.39,11.18,22.16,41.32,0.40,4.59,5.19,116.97,256.29,1.0,173,983393,85
9,0,1356,176,89,1.20,1.40,642889,434490,0.00,0.00,0.00,0.00,1.20,9.80,18.60,129.20,203.00,406,88,12,0
1,1,218,15,36,0.20,0.20,11913,29452,0.00,0.00,0.00,0.00,0.00,0.80,1.60,15.40,16.80,1.0,7451,1876208,99
1,0,214,30,32,0.20,0.20,2422,6393,0.00,0.00,0.00,0.00,0.00,0.20,0.20,17.37,20.96,2.0,489,1738949,93
0,0,2358,254,186,0.20,0.20,128305,68723,3.40,5.60,5.40,0.00,0.20,5.40,5.60,21.60,97.80,1.7,275,1018675,90
1,0,2184,278,135,0.40,0.40,339524,188087,0.00,0.00,0.00,0.00,0.00,12.20,12.40,42.40,66.20,5.0,2834,1604205,92
3,0,982,153,24,0.20,0.20,144680,5430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.80,71.40,2.4,4038,1716050,95
0,0,1290,67,78,0.20,0.20,5529,31271,0.40,0.40,0.40,0.00,0.00,1.00,1.00,15.20,29.00,1.0,230,1046680,96
1,0,1493,47,64,0.20,0.20,18589,12370,0.40,0.60,0.60,0.00,0.00,0.80,1.40,17.60,25.60,2.4,165,1709802,96
1,0,1136,108,53,0.60,0.60,139798,33742,0.00,0.00,0.00,0.00,0.00,1.00,1.00,44.20,56.60,1.6,505,1748077,88
9,2,2363,217,143,6.99,20.96,170241,56440,2.59,7.58,25.15,65.27,1.20,14.77,23.75,242.51,442.32,1.3,117,1112195,75
14,4,3441,404,348,6.40,2.00,194491,41018,3.80,6.60,13.40,19.20,1.00,2.00,4.00,329.00,471.20,3.6,187,1710275,81
5,0,1363,202,149,1.20,1.00,8169,26982,0.00,0.00,0.00,0.00,0.00,0.80,0.80,78.20,90.20,2.0,538,978795,92
1,1,1762,77,93,0.20,0.20,6978,56709,2.20,13.60,42.00,73.60,0.20,43.00,43.00,15.60,87.00,1.6,127,1129587,91
1,1,166,10,13,0.00,0.00,7601,43378,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,3.60,1.0,7065,1854920,97
35,17,6334,365,246,5.60,10.20,447472,85784,3.60,6.00,6.00,0.00,2.20,33.20,38.60,326.20,659.20,7.2,727,1290646,62
18,14,2213,265,185,0.60,0.60,135093,112728,3.60,6.00,6.00,0.00,1.40,8.00,10.20,69.60,88.40,2.0,190,1065816,88
2,1,1393,135,111,0.40,0.40,12864,54844,0.00,0.00,0.00,0.00,0.00,1.40,1.40,31.20,86.20,1.0,699,1062579,95
36,51,1700,145,113,0.20,0.20,265148,97093,0.00,0.00,0.00,0.00,0.00,1.20,1.20,22.00,43.20,1.0,1211,1100832,89
50,59,678,54,96,0.40,0.20,54423,111830,0.00,0.00,0.00,0.00,0.00,0.60,0.80,20.20,22.60,1.0,495,1065461,94
80,89,2360,231,184,2.60,1.60,234714,46287,0.00,0.00,0.00,0.00,0.20,17.60,18.80,165.20,316.60,4.6,7774,1365789,86
2,1,306,18,26,1.00,1.00,18417,62482,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.40,74.00,1.2,7544,1865267,95
15,9,5763,322,275,4.20,3.40,225329,158009,0.00,0.00,0.00,0.00,0.00,0.60,0.60,266.20,356.80,6.2,1164,1614413,78
1,0,459,93,44,0.20,0.20,333283,30776,0.00,0.00,0.00,0.00,0.00,0.60,0.60,20.80,19.60,2.6,2006,1719051,94
2,1,3440,219,187,0.60,0.60,163473,64164,0.00,0.00,0.00,0.00,1.20,5.21,7.41,205.81,162.53,1.8,735,1123065,83
5,3,842,52,30,1.00,1.20,118262,20988,0.00,0.00,0.00,0.00,0.00,0.40,0.40,87.80,111.60,1.4,6699,1840197,93
1,0,3162,262,164,1.00,0.40,263084,234498,0.00,0.00,0.00,0.00,0.00,0.80,0.80,52.60,71.80,4.8,1358,1616242,91
8,0,1646,162,129,1.20,1.20,29000,67970,4.41,7.82,7.62,0.00,0.40,6.81,9.02,246.09,123.45,1.7,200,1073063,90
14,17,442,20,13,4.01,2.61,53077,7000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.48,216.83,1.0,9034,1877243,95
10,1,2728,242,216,8.78,17.96,347537,75449,4.19,34.53,51.50,165.27,0.60,30.74,56.29,333.13,581.24,1.0,153,1100479,71
1,0,4748,256,168,0.80,3.00,11643,46726,0.00,0.00,0.00,0.00,0.00,2.80,2.80,32.20,70.80,1.3,726,1116712,86
64,1,1877,196,186,2.79,2.20,53123,30434,0.00,0.00,0.00,0.00,0.00,7.39,8.98,182.24,234.73,4.0,962,1125137,86
7,1,2766,314,264,6.99,2.40,246241,11230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,345.91,489.02,3.2,7164,1858774,81
0,0,2879,140,148,0.20,0.20,5634,34852,0.00,0.00,0.00,0.00,0.00,0.20,0.20,15.60,16.80,2.4,266,1709136,93
3,0,4115,247,134,1.20,4.00,199866,106274,0.00,0.00,0.00,0.00,0.00,2.60,3.60,68.40,113.80,2.6,3433,1428013,87
0,0,423,30,25,0.20,0.20,1119,11172,0.00,0.00,0.00,0.00,0.00,0.20,0.20,15.60,17.00,3.0,1279,1712942,98
44,43,985,148,130,0.20,0.20,29097,34174,1.20,1.20,1.20,0.00,0.80,10.40,14.60,23.00,179.20,1.4,219,990363,92
1,1,372,25,33,0.20,0.20,7977,18631,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,17.00,1.0,7591,1869464,97
51,76,2023,193,101,0.20,0.20,130770,18136,0.00,0.00,0.00,0.00,0.00,1.00,1.20,15.80,19.00,2.4,3438,1710080,91
28,28,2755,385,340,7.82,2.20,249104,74852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372.75,548.30,2.0,7525,1868382,78
4,0,1511,87,61,1.20,3.60,28598,3684,0.00,0.00,0.00,0.00,0.00,9.80,11.20,54.00,122.00,2.0,409,1382992,94
2,0,426,38,30,2.20,2.20,78934,43817,0.00,0.00,0.00,0.00,0.00,4.20,5.80,190.20,177.60,1.0,2438,1796808,80
26,36,5731,312,224,0.80,0.80,155004,264757,0.00,0.00,0.00,0.00,3.20,0.20,0.20,48.80,134.00,3.2,249,1383946,81
86,106,2765,294,132,2.20,3.20,813180,55605,0.00,0.00,0.00,0.00,0.20,36.00,38.20,184.20,329.80,1.8,822,1050037,84
75,32,1442,166,163,0.40,0.40,392078,277539,22.36,46.71,46.71,0.00,2.79,33.73,64.67,35.13,82.63,3.8,251,1597281,86
1,1,224,27,22,0.20,0.20,93905,10793,0.00,0.00,0.00,0.00,0.00,0.20,0.20,15.63,16.83,2.2,7426,1869323,97
8,1,1986,229,137,1.00,1.40,265319,76638,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,131.20,3.4,2606,1540563,92
3,1,1909,303,103,1.00,4.01,1150630,27113,1.00,1.00,1.80,3.61,2.00,8.42,9.02,55.31,250.10,2.6,220,1099550,88
3,1,3109,210,383,0.80,1.00,123627,36022,1.20,7.40,16.00,23.20,0.60,7.80,8.60,67.20,98.60,2.2,203,1051835,85
5,0,594,107,67,2.00,2.00,46657,16271,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.60,132.20,2.0,1263,1767294,88
42,54,3844,490,336,4.98,2.79,380591,28167,0.40,0.40,15.34,59.96,4.98,6.97,10.16,304.58,518.92,2.2,151,998441,78
0,0,281,26,29,0.20,0.20,22484,40083,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.57,16.77,1.0,1852,1763705,90
36,49,1216,62,55,0.20,0.20,89409,9037,0.00,0.00,0.00,0.00,0.00,1.00,1.20,18.96,20.56,1.2,653,1728966,95
14,2,4407,228,211,1.00,1.20,46198,34261,1.20,1.20,1.20,0.00,1.00,13.60,17.20,82.40,151.40,2.0,420,1065842,84
5,0,1950,448,175,3.20,3.00,556152,25751,0.00,0.00,0.00,0.00,0.00,8.60,14.60,248.80,406.40,3.0,1297,1047098,74
1,1,154,8,12,0.20,0.20,7001,10981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.40,16.80,1.0,7265,1875328,99
50,3,4572,219,101,9.18,21.76,505063,27195,2.99,3.59,7.19,8.18,9.18,5.39,6.59,377.05,637.13,3.0,165,1086970,69
4,2,1652,228,135,0.60,2.00,155437,16671,1.40,5.61,9.82,12.42,1.80,14.63,14.83,56.11,177.76,5.0,618,1124457,88
8,2,2725,176,97,2.20,2.40,409928,62603,0.00,0.00,0.00,0.00,0.20,7.00,11.40,111.60,334.20,6.4,1472,1309614,79
1,1,418,54,42,0.20,0.20,1439,17874,0.00,0.00,0.00,0.00,0.00,0.20,0.40,15.77,18.56,1.0,693,1731210,98
0,0,282,38,30,0.20,0.20,29983,7955,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.20,19.40,2.0,845,1722362,98
6,0,3304,376,142,1.20,2.40,1166853,25980,3.81,21.44,56.51,153.91,2.81,3.41,22.04,81.56,194.79,2.5,165,1092721,82
5,3,3618,246,176,0.20,0.20,100084,224588,5.20,12.40,14.60,6.20,0.40,3.20,5.00,15.40,54.60,3.8,181,1519798,89
27,16,3967,790,204,2.59,2.59,1889308,578939,72.26,163.27,208.38,195.41,0.00,13.17,16.57,190.82,354.29,171,68,30,0
4,2,234,13,15,0.80,0.40,14481,11215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.40,63.80,1.0,6132,1856736,97
10,9,579,87,71,0.60,2.00,22680,20401,0.00,0.00,0.00,0.00,0.00,0.80,0.80,53.20,65.00,2.6,843,1008656,96
6,1,1434,154,101,2.60,5.80,53733,35765,0.00,0.00,0.00,0.00,0.40,3.80,4.00,138.20,217.20,1.0,2943,1011101,89
10,0,2045,322,283,6.00,1.40,168307,29811,0.60,0.80,0.80,0.00,0.20,1.20,1.20,267.60,372.40,1.4,346,1741760,82
6,3,1698,120,71,0.40,0.40,43357,36278,0.00,0.00,0.00,0.00,0.00,3.80,7.20,30.20,46.20,2.4,1703,1546931,94
1,1,1537,129,53,0.40,1.80,70679,42282,0.00,0.00,0.00,0.00,0.00,5.20,9.40,21.40,33.20,2.0,1727,1074430,92
15,11,3371,223,174,3.00,4.60,48615,22997,0.80,0.80,0.80,0.00,1.20,13.40,13.60,195.00,244.60,3.2,231,987485,85
6,5,3402,106,99,0.60,0.60,23385,58740,1.80,1.80,1.80,0.00,0.60,1.20,2.00,49.20,115.40,1.7,326,989523,91
1,0,1874,107,114,0.60,0.40,20679,184797,0.00,0.00,0.00,0.00,0.00,1.20,1.40,53.80,126.60,2.6,835,1017366,91
27,32,2899,249,194,3.19,2.40,72150,117011,6.39,12.77,9.18,0.00,0.20,16.77,19.56,166.07,314.17,2.0,361,1059804,82
62,84,1034,71,54,0.20,0.20,92170,79203,0.00,0.00,0.00,0.00,0.00,0.20,0.20,64.74,38.65,2.8,1303,1844602,95
5,1,1871,99,96,0.40,0.40,13170,37286,0.00,0.00,0.00,0.00,0.40,0.20,0.40,37.80,48.80,1.0,1059,1055131,93
1,0,1132,32,30,0.20,0.20,5381,22916,1.40,1.40,1.40,0.00,0.00,0.60,0.80,16.60,18.80,3.2,172,1714160,96
16,11,4393,810,380,1.19,0.99,495757,300434,0.00,0.00,0.00,0.00,0.60,36.78,42.94,68.99,250.89,1.0,433,987322,79
25,1,1109,83,72,5.00,3.20,136175,19238,4.00,5.80,17.00,36.00,1.40,0.60,0.60,208.80,332.80,2.4,314,1744074,83
3,0,1192,134,183,0.60,2.20,120758,22028,1.00,4.20,21.60,45.00,0.40,15.80,18.00,49.80,103.80,1.7,140,1057594,92
14,19,440,28,92,1.20,1.20,53079,609753,68.60,134.80,134.80,0.00,0.00,1.40,2.00,115.60,98.60,2.2,283,1783810,80
